id_sensor,id_maquina,ts,vibracao,temperatura,velocidade_motor,dias_ultima_manutencao,falha,modelo,tipo,ultima_manutencao,cargo,idade
1,10,2025-09-01 09:20:00,49.53,66.09,2348,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:21:00,54.04,58.99,1865,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:22:00,80.22,61.13,2790,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:23:00,78.94,27.03,2113,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:24:00,69.98,33.04,1731,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:25:00,50.83,48.23,2262,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:26:00,62.64,54.58,1849,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:27:00,71.6,60.57,2376,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:28:00,72.07,52.16,2721,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:29:00,53.75,43.28,2317,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:30:00,66.49,49.7,2240,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:31:00,79.45,53.12,3227,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:32:00,74.19,48.73,3124,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:33:00,53.22,49.83,1401,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:34:00,60.8,46.27,1719,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:35:00,42.54,58.91,2524,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:36:00,74.98,46.74,2114,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:37:00,67.68,44.45,2600,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:38:00,59.91,33.45,1564,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:39:00,64.71,49.78,2401,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:40:00,83.06,52.95,2117,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:41:00,36.59,37.83,1807,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:42:00,68.62,49.67,2884,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:43:00,62.37,50.52,3951,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:44:00,26.43,53.87,2656,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:45:00,28.15,53.62,2577,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:46:00,56.35,46.24,1884,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:47:00,62.51,34.49,1958,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:48:00,59.89,57.12,2242,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:49:00,72.95,56.18,2837,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:50:00,53.61,50.35,2372,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:51:00,17.02,69.12,2621,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:52:00,75.24,41.62,2432,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:53:00,79.66,52.64,2790,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:54:00,64.48,61.77,2827,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:55:00,56.64,46.27,2726,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:56:00,75.76,55.36,2947,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:57:00,69.29,37.55,2618,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:58:00,61.18,43.56,1856,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 09:59:00,58.24,37.01,3296,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:00:00,59.59,61.28,2510,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:01:00,43.5,47.6,3318,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:02:00,54.15,45.34,1406,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:03:00,50.32,44.46,2466,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:04:00,58.7,54.12,1590,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:05:00,52.58,57.22,4079,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:06:00,36.7,44.47,1861,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:07:00,51.07,63.04,2477,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:08:00,39.62,40.9,3116,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:09:00,77.2,55.1,3142,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:10:00,71.59,37.36,2917,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:11:00,57.89,74.54,2305,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:12:00,52.78,45.41,2881,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:13:00,58.87,35.24,2575,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:14:00,75.0,58.95,2994,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:15:00,61.42,39.84,2336,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:16:00,60.99,60.13,2518,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:17:00,51.24,62.5,2788,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:18:00,76.45,48.28,2871,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:19:00,62.02,40.27,2537,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:20:00,77.34,39.62,2255,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:21:00,39.67,53.56,2734,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:22:00,63.9,60.74,3612,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:23:00,78.13,49.16,2872,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:24:00,71.3,73.99,2956,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:25:00,53.16,52.14,2383,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:26:00,84.75,50.8,2204,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:27:00,63.84,45.88,2276,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:28:00,71.76,53.77,2854,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:29:00,66.34,34.36,2613,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:30:00,34.33,51.63,1533,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:31:00,81.4,71.78,2145,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:32:00,56.36,48.9,3285,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:33:00,62.54,39.22,2448,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:34:00,65.6,23.37,2611,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:35:00,54.69,22.36,2915,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:36:00,38.67,69.2,2949,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:37:00,70.07,66.83,2652,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:38:00,61.02,43.86,2344,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:39:00,70.37,53.79,3157,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:40:00,53.96,61.52,2484,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:41:00,56.73,50.59,2532,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:42:00,58.99,70.36,2567,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:43:00,64.9,41.85,2483,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:44:00,44.43,48.67,3645,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:45:00,34.21,57.47,2510,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:46:00,97.16,43.45,2219,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:47:00,47.61,58.52,3245,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:48:00,43.97,37.69,1884,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:49:00,65.55,39.89,2333,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:50:00,85.67,68.01,2738,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:51:00,79.51,48.94,2187,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:52:00,41.68,40.27,3455,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:53:00,51.88,27.68,3149,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:54:00,51.19,32.85,2562,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:55:00,74.21,38.72,1615,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:56:00,82.68,33.71,1855,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:57:00,71.87,57.18,1380,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:58:00,78.5,31.21,3665,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 10:59:00,91.06,54.54,2315,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:00:00,54.49,60.67,3079,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:01:00,53.47,54.09,2526,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:02:00,71.6,48.48,2818,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:03:00,76.53,52.69,1857,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:04:00,70.28,49.56,2591,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:05:00,75.43,31.11,2391,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:06:00,65.16,58.49,2271,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:07:00,49.76,48.7,2344,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:08:00,34.3,54.1,2630,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:09:00,69.52,67.75,2118,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:10:00,62.93,53.35,2244,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:11:00,70.89,75.0,3383,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:12:00,61.95,45.6,3263,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:13:00,81.37,42.14,2501,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:14:00,80.63,46.69,2304,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:15:00,37.4,51.36,3267,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:16:00,40.65,48.75,2000,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:17:00,54.38,65.78,3244,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:18:00,58.25,52.38,1994,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:19:00,54.69,46.02,2333,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:20:00,73.94,51.43,2411,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:21:00,76.87,59.33,2707,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:22:00,35.14,39.33,2589,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:23:00,74.27,52.98,2879,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:24:00,60.25,59.91,1948,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:25:00,54.67,44.23,2144,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:26:00,57.71,33.49,1485,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:27:00,63.11,66.06,2000,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:28:00,48.25,41.89,2576,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:29:00,82.35,59.14,3174,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:30:00,57.98,64.85,2176,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:31:00,47.1,58.09,1854,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:32:00,62.37,48.76,1900,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:33:00,69.88,46.62,2299,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:34:00,66.09,55.42,1658,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:35:00,61.1,30.76,3221,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:36:00,54.65,41.61,2795,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:37:00,76.63,44.59,2089,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:38:00,71.86,59.59,2799,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
1,10,2025-09-01 11:39:00,50.37,52.78,1949,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33
