id_sensor,id_maquina,ts,vibracao,temperatura,velocidade_motor,dias_ultima_manutencao,falha,modelo,tipo,ultima_manutencao,cargo,idade,anomalia_score,anomalia_rank_pct,criticidade
1,10,2025-09-01 08:28:00,81.47,41.97,2480,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.48660123475893186,0.6564376250833889,Baixo
1,10,2025-09-01 08:29:00,82.3,39.34,2045,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5298573330978095,0.8779186124082722,Médio
1,10,2025-09-01 08:30:00,55.59,47.37,2323,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4233179337205981,0.02268178785857238,Baixo
1,10,2025-09-01 08:31:00,78.38,47.21,3035,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4906409687377595,0.6817878585723816,Baixo
1,10,2025-09-01 08:32:00,56.57,58.78,2653,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4349646792289588,0.15076717811874582,Baixo
1,10,2025-09-01 08:33:00,54.99,55.96,2004,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.43949209441758064,0.21080720480320214,Baixo
1,10,2025-09-01 08:34:00,68.5,60.96,2290,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45681710158342614,0.3949299533022015,Baixo
1,10,2025-09-01 08:35:00,66.66,40.47,3018,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4775215561317181,0.5917278185456971,Baixo
1,10,2025-09-01 08:36:00,56.19,49.58,3009,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4356431345937885,0.1581054036024016,Baixo
1,10,2025-09-01 08:37:00,75.24,50.75,3157,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.48764312211840116,0.6611074049366245,Baixo
1,10,2025-09-01 08:38:00,81.9,42.83,3439,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.57055650250821,0.9746497665110073,Alto
1,10,2025-09-01 08:39:00,53.3,43.99,2315,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4299155069532878,0.0913942628418946,Baixo
1,10,2025-09-01 08:40:00,61.21,47.5,2756,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42997362287042495,0.09206137424949967,Baixo
1,10,2025-09-01 08:41:00,71.13,49.29,2783,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.44531055736046715,0.266844563042028,Baixo
1,10,2025-09-01 08:42:00,54.5,62.76,2872,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4481899500003879,0.2935290193462308,Baixo
1,10,2025-09-01 08:43:00,59.02,46.05,2390,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42398773056429945,0.030020013342228154,Baixo
1,10,2025-09-01 08:44:00,61.76,52.58,2395,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4248590936926053,0.03935957304869913,Baixo
1,10,2025-09-01 08:45:00,60.15,50.26,2138,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4324781494976686,0.12341561040693796,Baixo
1,10,2025-09-01 08:46:00,76.92,51.17,2783,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4635812677239765,0.466977985323549,Baixo
1,10,2025-09-01 08:47:00,67.96,37.77,2791,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47377508673580665,0.5630420280186791,Baixo
1,10,2025-09-01 08:48:00,75.78,40.19,2655,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4817379308776428,0.61974649766511,Baixo
1,10,2025-09-01 08:49:00,63.19,54.87,2567,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4274760489324831,0.06470980653769179,Baixo
1,10,2025-09-01 08:50:00,73.46,60.88,2796,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47585590437122205,0.5797198132088058,Baixo
1,10,2025-09-01 08:51:00,48.88,41.15,2076,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4653348306961701,0.4829886591060707,Baixo
1,10,2025-09-01 08:52:00,50.27,39.63,2523,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45728311239641645,0.39693128752501666,Baixo
1,10,2025-09-01 08:53:00,56.52,53.39,2641,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42348366849399643,0.025350233488992662,Baixo
1,10,2025-09-01 08:54:00,60.02,38.02,1860,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.49335964460374593,0.694462975316878,Baixo
1,10,2025-09-01 08:55:00,86.58,43.29,1993,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5306793074730208,0.8799199466310874,Médio
1,10,2025-09-01 08:56:00,61.9,29.87,2008,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5167850566248451,0.8332221480987325,Médio
1,10,2025-09-01 08:57:00,48.4,51.33,3151,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4602593589373025,0.43295530353569045,Baixo
1,10,2025-09-01 08:58:00,66.08,39.22,2950,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4733814116012933,0.5577051367578385,Baixo
1,10,2025-09-01 08:59:00,55.26,47.57,1741,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46415432374662974,0.47164776517678453,Baixo
1,10,2025-09-01 09:00:00,60.62,30.86,2314,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5014101105259906,0.7384923282188125,Baixo
1,10,2025-09-01 09:01:00,86.02,45.8,2243,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5124755878037023,0.8038692461641094,Médio
1,10,2025-09-01 09:02:00,75.77,48.92,2689,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45888793009972945,0.4162775183455637,Baixo
1,10,2025-09-01 09:03:00,77.41,55.87,2380,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47297688126681886,0.5543695797198132,Baixo
1,10,2025-09-01 09:04:00,52.34,40.82,2209,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45833372328687033,0.41027351567711806,Baixo
1,10,2025-09-01 09:05:00,70.55,61.21,2005,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4799429868406132,0.609739826551034,Baixo
1,10,2025-09-01 09:06:00,78.63,64.71,2417,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5102862026835159,0.790527018012008,Médio
1,10,2025-09-01 09:07:00,52.43,40.52,1897,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4744045260997565,0.5677118078719147,Baixo
1,10,2025-09-01 09:08:00,52.94,58.88,3265,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47275214750381367,0.5517011340893929,Baixo
1,10,2025-09-01 09:09:00,64.98,56.6,2035,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4527801497110834,0.35156771180787194,Baixo
1,10,2025-09-01 09:10:00,57.06,48.27,3289,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46509088408567595,0.4809873248832555,Baixo
1,10,2025-09-01 09:11:00,54.84,34.3,3152,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5157910953541737,0.8265510340226818,Médio
1,10,2025-09-01 09:12:00,77.67,64.25,2413,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5074167104984635,0.7758505670446965,Médio
1,10,2025-09-01 09:14:00,59.54,39.61,1417,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5275186087868143,0.8679119412941961,Médio
1,10,2025-09-01 09:15:00,61.14,36.91,1949,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.488138050551426,0.6644429619746498,Baixo
1,10,2025-09-01 09:16:00,60.3,50.93,2208,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42505595910062816,0.04469646430953969,Baixo
1,10,2025-09-01 09:17:00,77.58,53.06,1826,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5057540292084329,0.7665110073382255,Médio
1,10,2025-09-01 09:18:00,80.87,45.92,2345,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47970093752628357,0.6057371581054036,Baixo
1,10,2025-09-01 09:19:00,50.73,64.26,2445,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.455247792774314,0.3775850567044696,Baixo
1,10,2025-09-01 09:20:00,49.53,66.09,2348,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47846236017862404,0.5963975983989326,Baixo
1,10,2025-09-01 09:21:00,54.04,58.99,1865,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46049020297647386,0.43562374916611074,Baixo
1,10,2025-09-01 09:22:00,80.22,61.13,2790,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5081768025009964,0.7805203468979319,Médio
1,10,2025-09-01 09:23:00,78.94,27.03,2113,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.572331971018741,0.9766511007338226,Alto
1,10,2025-09-01 09:24:00,69.98,33.04,1731,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5356223545524008,0.8939292861907938,Médio
1,10,2025-09-01 09:25:00,50.83,48.23,2262,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.43119027732582116,0.10540360240160107,Baixo
1,10,2025-09-01 09:26:00,62.64,54.58,1849,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46360469181309705,0.4676450967311541,Baixo
1,10,2025-09-01 09:27:00,71.6,60.57,2376,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4629686433760913,0.4616410940627085,Baixo
1,10,2025-09-01 09:28:00,72.07,52.16,2721,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4511589077457851,0.33088725817211473,Baixo
1,10,2025-09-01 09:29:00,53.75,43.28,2317,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4325952081784367,0.12541694462975317,Baixo
1,10,2025-09-01 09:30:00,66.49,49.7,2240,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4333461565797485,0.13275517011340893,Baixo
1,10,2025-09-01 09:31:00,79.45,53.12,3227,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5140610259786631,0.8165443629086058,Médio
1,10,2025-09-01 09:32:00,74.19,48.73,3124,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4823309674299408,0.6230820547031354,Baixo
1,10,2025-09-01 09:33:00,53.22,49.83,1401,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5178572830546878,0.837891927951968,Médio
1,10,2025-09-01 09:34:00,60.8,46.27,1719,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47043547213952247,0.5283522348232155,Baixo
1,10,2025-09-01 09:35:00,42.54,58.91,2524,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4603421657000779,0.4342895263509006,Baixo
1,10,2025-09-01 09:36:00,74.98,46.74,2114,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46938692682118893,0.5183455637091394,Baixo
1,10,2025-09-01 09:37:00,67.68,44.45,2600,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4370643010534345,0.17878585723815876,Baixo
1,10,2025-09-01 09:38:00,59.91,33.45,1564,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5367979649720458,0.8979319546364243,Médio
1,10,2025-09-01 09:39:00,64.71,49.78,2401,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.430045764399932,0.09272848565710473,Baixo
1,10,2025-09-01 09:40:00,83.06,52.95,2117,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5043240214300287,0.7571714476317545,Médio
1,10,2025-09-01 09:41:00,36.59,37.83,1807,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5419081772291711,0.9179452968645764,Alto
1,10,2025-09-01 09:42:00,68.62,49.67,2884,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.436141278627884,0.16410940627084722,Baixo
1,10,2025-09-01 09:43:00,62.37,50.52,3951,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5724810999752185,0.9779853235490327,Alto
1,10,2025-09-01 09:44:00,26.43,53.87,2656,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5266608256707572,0.867244829886591,Médio
1,10,2025-09-01 09:45:00,28.15,53.62,2577,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5104736838261049,0.7925283522348232,Médio
1,10,2025-09-01 09:46:00,56.35,46.24,1884,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4490538639206451,0.30620413609072716,Baixo
1,10,2025-09-01 09:47:00,62.51,34.49,1958,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5024734544306775,0.7458305537024683,Baixo
1,10,2025-09-01 09:48:00,59.89,57.12,2242,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4306027513783117,0.0980653769179453,Baixo
1,10,2025-09-01 09:49:00,72.95,56.18,2837,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4553727658146146,0.37958639092728486,Baixo
1,10,2025-09-01 09:50:00,53.61,50.35,2372,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42056549982412705,0.00867244829886591,Baixo
1,10,2025-09-01 09:51:00,17.02,69.12,2621,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.6061410927046078,0.9959973315543695,Crítico
1,10,2025-09-01 09:52:00,75.24,41.62,2432,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4682073423551895,0.5076717811874583,Baixo
1,10,2025-09-01 09:53:00,79.66,52.64,2790,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47766050613962807,0.5930620413609072,Baixo
1,10,2025-09-01 09:54:00,64.48,61.77,2827,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45446562937840224,0.36624416277518346,Baixo
1,10,2025-09-01 09:55:00,56.64,46.27,2726,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42769223664776473,0.06871247498332221,Baixo
1,10,2025-09-01 09:56:00,75.76,55.36,2947,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46978338374876305,0.5223482321547699,Baixo
1,10,2025-09-01 09:57:00,69.29,37.55,2618,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4736454817555361,0.5610406937958639,Baixo
1,10,2025-09-01 09:58:00,61.18,43.56,1856,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46344607621407424,0.46430953969312877,Baixo
1,10,2025-09-01 09:59:00,58.24,37.01,3296,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5159861468192336,0.8278852568378919,Médio
1,10,2025-09-01 10:00:00,59.59,61.28,2510,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4391775233113739,0.20613742494996665,Baixo
1,10,2025-09-01 10:01:00,43.5,47.6,3318,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.494229043264892,0.6991327551701134,Baixo
1,10,2025-09-01 10:02:00,54.15,45.34,1406,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5155249680975253,0.8252168112074717,Médio
1,10,2025-09-01 10:03:00,50.32,44.46,2466,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4315688671738584,0.11007338225483655,Baixo
1,10,2025-09-01 10:04:00,58.7,54.12,1590,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.49133574628595955,0.6844563042028019,Baixo
1,10,2025-09-01 10:05:00,52.58,57.22,4079,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5740838845713313,0.9799866577718479,Alto
1,10,2025-09-01 10:06:00,36.7,44.47,1861,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5033367975267722,0.7478318879252835,Baixo
1,10,2025-09-01 10:07:00,51.07,63.04,2477,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.44631481551366864,0.27484989993328884,Baixo
1,10,2025-09-01 10:08:00,39.62,40.9,3116,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5078255028893458,0.7791861240827218,Médio
1,10,2025-09-01 10:09:00,77.2,55.1,3142,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5041606687940271,0.7558372248165444,Médio
1,10,2025-09-01 10:10:00,71.59,37.36,2917,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4948117093894332,0.7011340893929286,Baixo
1,10,2025-09-01 10:11:00,57.89,74.54,2305,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5075736233410849,0.7778519012675117,Médio
1,10,2025-09-01 10:12:00,52.78,45.41,2881,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4336774110045198,0.13675783855903936,Baixo
1,10,2025-09-01 10:13:00,58.87,35.24,2575,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4757460503417692,0.5783855903935957,Baixo
1,10,2025-09-01 10:14:00,75.0,58.95,2994,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4864607748067889,0.6544362908605738,Baixo
1,10,2025-09-01 10:15:00,61.42,39.84,2336,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4481559591607597,0.29286190793862577,Baixo
1,10,2025-09-01 10:16:00,60.99,60.13,2518,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.43841452250184815,0.1954636424282855,Baixo
1,10,2025-09-01 10:17:00,51.24,62.5,2788,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.45537492977252736,0.3802535023348899,Baixo
1,10,2025-09-01 10:18:00,76.45,48.28,2871,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4648786396681173,0.47965310206804534,Baixo
1,10,2025-09-01 10:19:00,62.02,40.27,2537,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4496273687343472,0.31554369579719815,Baixo
1,10,2025-09-01 10:20:00,77.34,39.62,2255,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4968294071194463,0.7171447631754503,Baixo
1,10,2025-09-01 10:21:00,39.67,53.56,2734,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4622355126788956,0.45296864576384255,Baixo
1,10,2025-09-01 10:22:00,63.9,60.74,3612,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5337708761141751,0.8905937291527685,Médio
1,10,2025-09-01 10:23:00,78.13,49.16,2872,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47058458879102383,0.5303535690460307,Baixo
1,10,2025-09-01 10:24:00,71.3,73.99,2956,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5417023804199107,0.9152768512341561,Alto
1,10,2025-09-01 10:25:00,53.16,52.14,2383,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.42159943783419757,0.01200800533689126,Baixo
1,10,2025-09-01 10:26:00,84.75,50.8,2204,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.504649652463646,0.7598398932621748,Médio
1,10,2025-09-01 10:27:00,63.84,45.88,2276,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.43606466951268363,0.16210807204803201,Baixo
1,10,2025-09-01 10:28:00,71.76,53.77,2854,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4491490832461597,0.30887258172114745,Baixo
1,10,2025-09-01 10:29:00,66.34,34.36,2613,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4868809814790342,0.6584389593062041,Baixo
1,10,2025-09-01 10:30:00,34.33,51.63,1533,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5420243815369635,0.9186124082721815,Alto
1,10,2025-09-01 10:31:00,81.4,71.78,2145,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5612291645241544,0.9566377585056705,Alto
1,10,2025-09-01 10:32:00,56.36,48.9,3285,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.46312250233676466,0.46364242828552366,Baixo
1,10,2025-09-01 10:33:00,62.54,39.22,2448,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4534949846630303,0.3589059372915277,Baixo
1,10,2025-09-01 10:34:00,65.6,23.37,2611,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5519718136557383,0.9412941961307538,Alto
1,10,2025-09-01 10:35:00,54.69,22.36,2915,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5505711356098252,0.9392928619079386,Alto
1,10,2025-09-01 10:36:00,38.67,69.2,2949,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.5134045211934163,0.8138759172781854,Médio
1,10,2025-09-01 10:37:00,70.07,66.83,2652,0,1,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.49873373858447395,0.7291527685123416,Baixo
1,10,2025-09-01 10:38:00,61.02,43.86,2344,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4312647832826719,0.10740493662441628,Baixo
1,10,2025-09-01 10:39:00,70.37,53.79,3157,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.47274859401512087,0.5510340226817878,Baixo
1,10,2025-09-01 10:40:00,53.96,61.52,2484,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.4376348954012526,0.1847898599066044,Baixo
1,10,2025-09-01 10:41:00,56.73,50.59,2532,0,0,M123-SoldaX,Solda,2025-09-01,Técnico de Automação,33,0.41863349113343573,0.00333555703802535,Baixo
